slug,nameJa,shootoId,date,section,symbol,result,opponentRaw,opponentShootoId,methodRaw,linkedResultId,category,note,mismatchPattern,existingNoteRaw
saijo-hidenari,西條英成,1564,2024-09-22,SHOOTO,×,loss,"住村  竜市朗",400,"判定 3-0",192,matched,"",,""
saijo-hidenari,西條英成,1564,2024-05-19,SHOOTO,○,win,"ジャン  シイジェン",1695,"1R 04:33 TKO  レフェリーストップ",204,matched,"",,""
saijo-hidenari,西條英成,1564,2024-04-14,SHOOTO,○,win,"アイエティ  ケビン",1689,"1R 03:13 S  スリーパーホールド",182,matched,"",,""
saijo-hidenari,西條英成,1564,2023-11-12,SHOOTO,○,win,"加藤  正憲",390,"判定 0-3",168,matched,"",,""
saijo-hidenari,西條英成,1564,2023-04-16,SHOOTO,○,win,"スターリング ベアー ミーチャム",1565,"判定 3-0",156,matched,"",,""
soki,ソーキ,402,2026-05-17,SHOOTO,○,win,"SOKO",1848,"判定 3-0",266,matched,"",,""
soki,ソーキ,402,2025-07-21,SHOOTO,×,loss,"住村  竜市朗",400,"判定 0-3",221,matched,"",,""
soki,ソーキ,402,2024-11-17,SHOOTO,×,loss,"墨吉  涼太",1452,"1R 03:47 KO",215,matched,"",,""
soki,ソーキ,402,2023-12-03,SHOOTO,×,loss,"墨吉  涼太",1452,"判定 0-3",170,matched,"",,""
soki,ソーキ,402,2022-05-15,SHOOTO,×,loss,"田村  ヒビキ",375,"2R 03:15 KO",143,matched,"",,""
soki,ソーキ,402,2019-06-16,SHOOTO,○,win,"田村  ヒビキ",375,"3R  判定 2-1",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
soki,ソーキ,402,2015-12-23,SHOOTO,○,win,"加藤  正憲",390,"1R 03:33 S  アームロック",33,matched,"",,""
soki,ソーキ,402,2015-08-23,SHOOTO,○,win,"黒田  好治",393,"2R 01:22 S  膝十字固め",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
soki,ソーキ,402,2015-06-28,SHOOTO,×,loss,"TAKASHI",404,"2R 02:16 KO",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
uno-caol,宇野薫,8,2026-07-13,SHOOTO,×,loss,"児山  佳宏",329,"判定 0-3",285,matched,"",,""
uno-caol,宇野薫,8,2025-12-07,SHOOTO,○,win,"毛利  昭彦",1212,"判定 3-0",248,matched,"",,""
uno-caol,宇野薫,8,2024-11-17,SHOOTO,△,draw,"田中  半蔵",250,"ドロー",215,matched,"",,""
uno-caol,宇野薫,8,2024-07-14,SHOOTO,○,win,"岡田  剛史",204,"1R 03:32 S  スリーパーホールド",207,new2a_bout_missing_in_existing_event,"event shootoEventId=207 は既存だがbout自体が無い",,""
uno-caol,宇野薫,8,2023-11-19,SHOOTO,×,loss,"オーディン",1609,"2R 00:56 KO",169,matched,"",,""
uno-caol,宇野薫,8,2021-05-16,SHOOTO,×,loss,"内藤  太尊",15,"2R 04:59 KO",110,matched,"",,""
uno-caol,宇野薫,8,2019-11-24,SHOOTO,○,win,"マーカス  ヘルド",1169,"2R 01:56 S  スリーパーホールド",77,matched,"",,""
uno-caol,宇野薫,8,2019-05-06,SHOOTO,×,loss,"デュアン ヴァン ヘルフォート",1198,"判定 0-3",81,matched,"",,""
uno-caol,宇野薫,8,2017-04-23,SHOOTO,×,loss,"斎藤  裕",5,"判定 3-0",41,matched,"",,""
uno-caol,宇野薫,8,2016-04-23,SHOOTO,○,win,"ファン  チョンホ",585,"2R 00:31 S  スリーパーホールド",1,matched,"",,""
uno-caol,宇野薫,8,2015-07-06,SHOOTO,×,loss,"大澤  茂樹",240,"2R 04:03 KO",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
uno-caol,宇野薫,8,2015-01-25,SHOOTO,×,loss,"中村  ジュニア",257,"3R  判定 0-3",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
uno-caol,宇野薫,8,2014-05-05,SHOOTO,○,win,"土屋  大喜",12,"3R  判定 3-0",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
uno-caol,宇野薫,8,2013-03-16,SHOOTO,○,win,"キム  キュハ",586,"1R 04:10 S  スリーパーホールド",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
uno-caol,宇野薫,8,2012-09-30,SHOOTO,×,loss,"石渡  伸太郎",239,"3R  判定 0-3",,new1_precutoff,"",,""
uno-caol,宇野薫,8,2004-03-20,SHOOTO,△,draw,"川尻  達也",325,"3R  判定 0-1",,new1_precutoff,"",,""
uno-caol,宇野薫,8,2000-12-17,SHOOTO,○,win,"佐藤  ルミナ",245,"1R 02:21 KO",,new1_precutoff,"",,""
uno-caol,宇野薫,8,2000-08-27,SHOOTO,×,loss,"マーシオ  クロマド",587,"3R 01:49 S  フロントスリーパーホールド",,new1_precutoff,"",,""
uno-caol,宇野薫,8,2000-04-02,SHOOTO,○,win,"デニス  ホールマン",588,"3R  判定 3-0",,new1_precutoff,"",,""
uno-caol,宇野薫,8,1999-09-05,SHOOTO,○,win,"ディン  トーマス",589,"3R 03:16 S  スリーパーホールド",,new1_precutoff,"",,""
uno-caol,宇野薫,8,1999-05-29,SHOOTO,○,win,"佐藤  ルミナ",245,"3R 04:02 S  スリーパーホールド",,new1_precutoff,"",,""
uno-caol,宇野薫,8,1998-07-29,SHOOTO,○,win,"スボンコ  セコリエビッチ",590,"1R 03:15 S  三角絞め",,new1_precutoff,"",,""
uno-caol,宇野薫,8,1998-05-13,SHOOTO,○,win,"イアン ジェームス シャファ",591,"3R 03:13 S  腕ひしぎ十字固め",,new1_precutoff,"",,""
uno-caol,宇野薫,8,1998-03-01,SHOOTO,○,win,"ルタ ☆ ユージ",592,"2R  判定 3-0",,new1_precutoff,"",,""
uno-caol,宇野薫,8,1997-10-12,SHOOTO,△,draw,"桑原  卓也",593,"2R  判定 1-1",,new1_precutoff,"",,""
uno-caol,宇野薫,8,1997-06-25,SHOOTO,○,win,"YUZO",594,"1R 02:14 S  スリーパーホールド",,new1_precutoff,"",,""
uno-caol,宇野薫,8,1996-10-04,SHOOTO,×,loss,"桜井 マッハ 速人",371,"1R 02:52 S  腕ひしぎ十字固め",,new1_precutoff,"",,""
uno-caol,宇野薫,8,2021-11-06,VTJ,×,loss,"原口  央",1372,"判定 0-3",122,matched,"",,""
uno-caol,宇野薫,8,2014-10-04,VTJ,○,win,"ラージャ  シッペン",647,"2R 04:33 S  リアネイキッドチョーク",21,matched,"",,""
uno-caol,宇野薫,8,2014-02-23,VTJ,○,win,"ジェシー  ブロック",983,"3R  判定 3-0",23,matched,"",,""
uno-caol,宇野薫,8,2013-10-05,VTJ,○,win,"ダニエル  ロメロ",991,"2R 02:25 S  ネックロック",24,matched,"",,""
uno-caol,宇野薫,8,2013-06-22,VTJ,○,win,"アンソニー  アヴィラ",998,"3R 01:53 S  リアネイキッド・チョーク",25,matched,"",,""
uchida-takeru,内田タケル,1159,2026-02-18,SHOOTO,○,win,"青井  心ニ",1337,"1R 01:28 S  腕十字固め",260,matched,"",,""
uchida-takeru,内田タケル,1159,2023-09-24,SHOOTO,○,win,"大竹  陽",1139,"1R 02:46 S  スリーパーホールド",166,matched,"",,""
uchida-takeru,内田タケル,1159,2022-09-19,SHOOTO,×,loss,"関口  祐冬",959,"1R 04:46 S  腕十字固め",133,matched,"",,""
uchida-takeru,内田タケル,1159,2022-03-21,SHOOTO,○,win,"佐々木  駿友",1323,"1R 01:36 S  スリーパーホールド",130,matched,"",,""
uchida-takeru,内田タケル,1159,2021-04-18,SHOOTO,○,win,"当真  佳直",1176,"2R 03:23 S  肩固め",117,matched,"",,""
uchida-takeru,内田タケル,1159,2019-07-15,SHOOTO,○,win,"新井  丈",49,"2R  S  スリーパーホールド",74,matched,"",,""
uchida-takeru,内田タケル,1159,2019-03-24,SHOOTO,×,loss,"牧ヶ谷  篤",80,"1R 03:28 S  スリーパーホールド",71,matched,"",,""
uchida-takeru,内田タケル,1159,2018-12-15,SHOOTO,○,win,"小川  竜輔",54,"2R 02:55 S  腕ひしぎ十字固め",61,matched,"",,""
suzuki-takaya,鈴木崇矢,1657,2024-01-28,SHOOTO,○,win,"宮城  友一",955,"1R 00:04 KO",199,matched,"",,""
miyaguchi-ryuho,宮口龍鳳,1538,2025-11-22,SHOOTO,○,win,"石原  夜叉坊",162,"判定 0-3",238,matched,"",,""
miyaguchi-ryuho,宮口龍鳳,1538,2025-05-11,SHOOTO,○,win,"野尻  定由",1185,"1R 04:41 KO",235,matched,"",,""
miyaguchi-ryuho,宮口龍鳳,1538,2025-01-19,SHOOTO,○,win,"恵  真",1738,"1R 00:32 TKO",216,matched,"",,""
miyaguchi-ryuho,宮口龍鳳,1538,2024-07-14,SHOOTO,○,win,"小見山  瞬",1726,"1R 04:17 TKO  レフェリーストップ",207,matched,"",,""
miyaguchi-ryuho,宮口龍鳳,1538,2024-03-24,SHOOTO,○,win,"魚山  皓平",1678,"1R 02:29 KO",180,matched,"",,""
miyaguchi-ryuho,宮口龍鳳,1538,2023-03-05,SHOOTO,○,win,"岩佐  和哉",1268,"2R 02:18 KO",154,matched,"",,""
asahina-ken,旭那 拳,1098,2026-01-18,SHOOTO,×,loss,"黒部  和沙",1632,"判定 3-0",249,matched,"",,""
asahina-ken,旭那 拳,1098,2025-09-21,SHOOTO,○,win,"友利  琉偉",1713,"1R 04:55 S",239,matched,"",,""
asahina-ken,旭那 拳,1098,2025-05-18,SHOOTO,○,win,"田口  恵大",1773,"2R 03:31 S  リアネイキッドチョーク",219,matched,"",,""
asahina-ken,旭那 拳,1098,2024-12-29,SHOOTO,×,loss,"田上  こゆる",1167,"判定 3-0",214,matched,"",,""
asahina-ken,旭那 拳,1098,2024-05-19,SHOOTO,×,loss,"田上  こゆる",1167,"1R 01:52 KO",184,matched,"",,""
asahina-ken,旭那 拳,1098,2023-11-12,SHOOTO,○,win,"泰斗",1316,"判定 3-0",168,matched,"",,""
asahina-ken,旭那 拳,1098,2023-04-16,SHOOTO,×,loss,"タイガー  石井",67,"判定 0-2",156,matched,"",,""
asahina-ken,旭那 拳,1098,2022-04-17,SHOOTO,○,win,"竜己",1422,"判定 3-0",139,matched,"",,""
asahina-ken,旭那 拳,1098,2021-11-14,SHOOTO,○,win,"木内 SKINNY ZOMBIE 崇雅",672,"判定 0-3",126,matched,"",,""
asahina-ken,旭那 拳,1098,2021-07-04,SHOOTO,○,win,"マッチョ ザ バタフライ",38,"判定 0-3",116,matched,"",,""
asahina-ken,旭那 拳,1098,2021-04-18,SHOOTO,○,win,"九州  力",152,"判定 3-0",117,matched,"",,""
asahina-ken,旭那 拳,1098,2020-12-13,SHOOTO,×,loss,"安芸  柊斗",1129,"2R 02:05 TKO  レフェリーストップ",106,matched,"",,""
asahina-ken,旭那 拳,1098,2019-11-03,SHOOTO,○,win,"石原  愼之介",1390,"1R 03:49 S",85,matched,"",,""
asahina-ken,旭那 拳,1098,2019-05-12,SHOOTO,×,loss,"オニボウズ",18,"判定 2-0",83,matched,"",,""
asahina-ken,旭那 拳,1098,2018-11-25,SHOOTO,○,win,"ふじい ☆ ペリー",78,"1R 04:16 S  スリーパーホールド",70,matched,"",,""
asahina-ken,旭那 拳,1098,2018-04-22,SHOOTO,×,loss,"木内 SKINNY ZOMBIE 崇雅",672,"2R 02:07 S  スリーパーホールド",55,matched,"",,""
asahina-ken,旭那 拳,1098,2017-12-03,SHOOTO,○,win,"武井  徳之",70,"2R 04:38 S  スリーパーホールド",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
asahina-ken,旭那 拳,1098,2017-09-02,SHOOTO,○,win,"高橋  梨王",1046,"1R 04:01 S  スリーパー・ホールド",45,matched,"",,""
taguchi-keita,田口 恵大,1773,2025-11-16,SHOOTO,×,loss,"黒部  和沙",1632,"1R 03:34 S  リアネイキッドチョーク",224,matched,"",,""
taguchi-keita,田口 恵大,1773,2025-09-21,SHOOTO,○,win,"マッチョ ザ バタフライ",38,"2R 02:20 TKO  レフェリーストップ/グラウンドパンチ",239,matched,"",,""
taguchi-keita,田口 恵大,1773,2025-05-18,SHOOTO,×,loss,"旭那  拳",1098,"2R 03:31 S  リアネイキッドチョーク",219,matched,"",,""
taguchi-keita,田口 恵大,1773,2024-04-29,SHOOTO,○,win,"TAKUMI",1778,"判定 3-0",183,matched,"",,""
tomori-rui,友利 琉偉,1713,2026-04-11,SHOOTO,○,win,"賢人",1801,"1R 02:00 KO",252,matched,"",,""
tomori-rui,友利 琉偉,1713,2026-01-18,SHOOTO,○,win,"マッチョ ザ バタフライ",38,"判定 3-0",249,matched,"",,""
tomori-rui,友利 琉偉,1713,2025-09-21,SHOOTO,×,loss,"旭那  拳",1098,"1R 04:55 S",239,matched,"",,""
tomori-rui,友利 琉偉,1713,2025-05-18,SHOOTO,×,loss,"黒部  和沙",1632,"1R 04:24 TKO  レフェリーストップ/グラウンドパンチ",219,matched,"",,""
tomori-rui,友利 琉偉,1713,2024-11-10,SHOOTO,×,loss,"知名  昴海",1569,"1R 05:00 S  スリーパーホールド",194,matched,"",,""
tomori-rui,友利 琉偉,1713,2024-07-21,SHOOTO,○,win,"牧ヶ谷  篤",80,"判定 0-2",188,matched,"",,""
tomori-kota,友利 幸汰,1754,2026-04-19,SHOOTO,×,loss,"当真  佳直",1176,"1R 00:27 S  フロントチョーク",264,matched,"",,""
tomori-kota,友利 幸汰,1754,2025-10-11,SHOOTO,○,win,"金内 サイダー 雄哉",122,"1R 01:18 TKO  レフェリーストップ/グラウンドパンチ",223,matched,"",,""
tomori-kota,友利 幸汰,1754,2025-09-07,SHOOTO,○,win,"谷中  たいち",1539,"1R 04:53 TKO  レフェリーストップ/グラウンドパンチ",241,matched,"",,""
tomori-kota,友利 幸汰,1754,2025-05-18,SHOOTO,○,win,"牧ヶ谷  篤",80,"判定 0-3",219,matched,"",,""
tomori-kota,友利 幸汰,1754,2024-11-10,SHOOTO,○,win,"大田  ノヒロ",1427,"1R 03:42 KO",194,matched,"",,""
umeki-yutoku,梅木 勇徳,1398,2026-06-28,SHOOTO,○,win,"緑   真作",1826,"判定 0-3",299,matched,"",,""
umeki-yutoku,梅木 勇徳,1398,2025-10-19,SHOOTO,△,draw,"平良  龍一",1567,"判定 0-0",243,matched,"",,""
umeki-yutoku,梅木 勇徳,1398,2025-05-18,SHOOTO,×,loss,"大竹  塁",1816,"判定 0-2",229,matched,"",,""
umeki-yutoku,梅木 勇徳,1398,2025-03-23,SHOOTO,○,win,"加藤  皓己",1779,"1R 02:21 S  リアネイキッドチョーク",218,matched,"",,""
umeki-yutoku,梅木 勇徳,1398,2024-10-20,SHOOTO,×,loss,"タイガー  石井",67,"判定 2-0",193,matched,"",,""
umeki-yutoku,梅木 勇徳,1398,2024-05-26,SHOOTO,×,loss,"大城  正也",1227,"判定 2-0",185,matched,"",,""
umeki-yutoku,梅木 勇徳,1398,2023-12-03,SHOOTO,×,loss,"麻生 Leg Lock 祐弘",1413,"判定 3-0",170,matched,"",,""
umeki-yutoku,梅木 勇徳,1398,2023-10-21,SHOOTO,○,win,"植木 令和 新",1349,"1R 02:03 S  フロントスリーパーホールド",167,matched,"",,""
umeki-yutoku,梅木 勇徳,1398,2022-11-06,SHOOTO,×,loss,"わっしょい  内田",1226,"判定 3-0",148,matched,"",,""
umeki-yutoku,梅木 勇徳,1398,2022-04-03,SHOOTO,○,win,"牧ヶ谷  篤",80,"判定 0-2",135,matched,"",,""
umeki-yutoku,梅木 勇徳,1398,2021-11-14,SHOOTO,×,loss,"新垣  健司",1330,"2R 03:40 S  フロントスリーパーホールド",126,matched,"",,""
sugimoto-seiya,杉本 静弥,1635,2026-06-01,SHOOTO,○,win,"岡田  嵐士",1669,"判定 3-0",284,matched,"",,""
sugimoto-seiya,杉本 静弥,1635,2026-03-29,SHOOTO,×,loss,"高岡  宏気",1067,"3R 00:58 S  リアネイキッドチョーク",251,matched,"",,""
sugimoto-seiya,杉本 静弥,1635,2025-11-22,SHOOTO,○,win,"梅筋  毒一郎",1753,"1R 02:18 TKO  スタンドパンチ→グランドパンチ",238,matched,"",,""
sugimoto-seiya,杉本 静弥,1635,2025-05-25,SHOOTO,○,win,"山本  壮馬",1722,"1R 00:25 KO",228,matched,"",,""
sugimoto-seiya,杉本 静弥,1635,2025-03-23,SHOOTO,○,win,"大竹  陽",1139,"1R 00:12 TKO  レフェリーストップ/グラウンドパンチ",218,matched,"",,""
sugimoto-seiya,杉本 静弥,1635,2024-05-26,SHOOTO,○,win,"若宮  龍斗",1454,"2R 01:52 TKO  レフェリーストップ",185,matched,"",,""
sugimoto-seiya,杉本 静弥,1635,2023-11-19,SHOOTO,△,draw,"大竹  陽",1139,"判定 0-0",169,matched,"",,""
unconfirmed-shooto-1875,砂辺 光久,1875,2026-04-19,SHOOTO,○,win,"梅筋  毒一郎",1753,"判定 0-2",264,matched,"",,""
unconfirmed-shooto-1875,砂辺 光久,1875,2025-10-19,SHOOTO,○,win,"福島   祐貴",1863,"1R 04:41 S  リアネイキッドチョーク",243,matched,"",,""
baikin-dokuichiro,梅筋 毒一郎,1753,2026-04-19,SHOOTO,×,loss,"砂辺   光久",1875,"判定 0-2",264,matched,"",,""
baikin-dokuichiro,梅筋 毒一郎,1753,2025-11-22,SHOOTO,×,loss,"杉本  静弥",1635,"1R 02:18 TKO  スタンドパンチ→グランドパンチ",238,matched,"",,""
baikin-dokuichiro,梅筋 毒一郎,1753,2024-11-10,SHOOTO,○,win,"宮城  友一",955,"2R 00:42 KO",194,matched,"",,""
yamauchi-wataru,山内 渉,1348,2025-09-02,SHOOTO,○,win,"デウジヴァン・ソウザ",1871,"1R 03:19 TKO   レフェリーストップ/グラウンドパンチ",242,matched,"",,""
yamauchi-wataru,山内 渉,1348,2023-11-19,SHOOTO,×,loss,"新井  丈",49,"3R 02:55 TKO  グラウンドパンチ",169,matched,"",,""
yamauchi-wataru,山内 渉,1348,2023-07-23,SHOOTO,○,win,"ヤックル  真吾",158,"1R 01:10 KO",162,matched,"",,""
yamauchi-wataru,山内 渉,1348,2022-11-27,SHOOTO,○,win,"清水  清隆",100,"1R 00:44 KO",134,matched,"",,""
yamauchi-wataru,山内 渉,1348,2022-07-17,SHOOTO,○,win,"内藤  頌貴",142,"判定 0-3",132,matched,"",,""
yamauchi-wataru,山内 渉,1348,2022-03-21,SHOOTO,○,win,"大竹  陽",1139,"判定 0-3",130,matched,"",,""
yamauchi-wataru,山内 渉,1348,2021-11-06,SHOOTO,○,win,"高橋 SUBMISSION 雄己",1252,"判定 0-2",121,matched,"",,""
yamauchi-wataru,山内 渉,1348,2021-07-25,SHOOTO,○,win,"植木 令和 新",1349,"2R 04:35 S  三角絞め",112,matched,"",,""
okada-arashi,岡田 嵐士,1669,2026-06-01,SHOOTO,×,loss,"杉本  静弥",1635,"判定 3-0",284,matched,"",,""
okada-arashi,岡田 嵐士,1669,2026-03-29,SHOOTO,○,win,"柴山  海音",1710,"判定 3-0",251,matched,"",,""
okada-arashi,岡田 嵐士,1669,2025-11-16,SHOOTO,○,win,"志賀  竜太郎",1063,"判定 3-0",224,matched,"",,""
okada-arashi,岡田 嵐士,1669,2025-09-02,SHOOTO,○,win,"古賀  優平",1572,"判定 3-0",242,matched,"",,""
okada-arashi,岡田 嵐士,1669,2025-05-18,SHOOTO,×,loss,"中池  武寛",1179,"1R 01:51 TKO  レフェリーストップ/グラウンドパンチ",219,matched,"",,""
okada-arashi,岡田 嵐士,1669,2025-03-23,SHOOTO,○,win,"蓮池  勇太",1560,"判定 3-0",218,matched,"",,""
okada-arashi,岡田 嵐士,1669,2024-07-21,SHOOTO,○,win,"シモン  スズキ",1636,"判定 0-2",188,matched,"",,""
okada-arashi,岡田 嵐士,1669,2024-05-19,SHOOTO,○,win,"シューティング  ガイコツ",1177,"2R 02:32 S  スリーパーホールド",184,matched,"",,""
nakaike-takehiro,中池 武寛,1179,2026-07-20,SHOOTO,×,loss,"関口  祐冬",959,"判定 2-1",254,matched,"",,""
nakaike-takehiro,中池 武寛,1179,2026-03-29,SHOOTO,○,win,"ザヒド  アフメドフ",1851,"1R 00:26 KO",251,matched,"",,""
nakaike-takehiro,中池 武寛,1179,2025-05-18,SHOOTO,○,win,"岡田  嵐士",1669,"1R 01:51 TKO  レフェリーストップ/グラウンドパンチ",219,matched,"",,""
nakaike-takehiro,中池 武寛,1179,2025-03-16,SHOOTO,○,win,"下田  洋介",1598,"1R 02:06 TS",217,matched,"",,""
nakaike-takehiro,中池 武寛,1179,2024-11-30,SHOOTO,×,loss,"シモン  スズキ",1636,"1R 04:37 TKO",212,matched,"",,""
nakaike-takehiro,中池 武寛,1179,2024-07-21,SHOOTO,○,win,"蓮池  勇太",1560,"1R 03:30 S  スリーパーホールド",188,matched,"",,""
nakaike-takehiro,中池 武寛,1179,2024-05-19,SHOOTO,○,win,"ロ  ジュンヨン",1703,"2R 02:51 TKO  レフェリーストップ",204,matched,"",,""
nakaike-takehiro,中池 武寛,1179,2024-04-07,SHOOTO,○,win,"蒔田 Gandhi 伸吾",81,"1R 00:38 KO",181,matched,"",,""
nakaike-takehiro,中池 武寛,1179,2023-11-19,SHOOTO,○,win,"本多 弥彦 直樹",1365,"1R 01:32 TKO  グラウンドパンチ",169,matched,"",,""
suzuki-takeru,鈴木 尊,1736,2026-05-17,SHOOTO,○,win,"大竹  陽",1139,"1R 03:25 TS",253,matched,"",,""
suzuki-takeru,鈴木 尊,1736,2026-01-18,SHOOTO,○,win,"浅井   大海",1842,"判定 3-0",249,matched,"",,""
suzuki-takeru,鈴木 尊,1736,2025-08-31,SHOOTO,○,win,"齋藤   大樹",1805,"1R 02:43 TS",240,matched,"",,""
suzuki-takeru,鈴木 尊,1736,2024-09-01,SHOOTO,○,win,"本多 弥彦 直樹",1365,"1R 01:22 S  スリーパーホールド",211,matched,"",,""
suzuki-takeru,鈴木 尊,1736,2024-04-29,SHOOTO,○,win,"隼吾",1563,"1R 00:46 S  スリーパーホールド",183,matched,"",,""
kawakita-haruki,川北 晏生,1385,2026-01-18,SHOOTO,○,win,"ダイキ  ライトイヤー",295,"2R 00:07 KO  スタンドパンチ",249,matched,"",,""
kawakita-haruki,川北 晏生,1385,2025-10-11,SHOOTO,○,win,"ジェイク  ムラタ",1033,"判定 0-3",223,matched,"",,""
kawakita-haruki,川北 晏生,1385,2025-03-16,SHOOTO,×,loss,"杉野  光星",1614,"判定 0-3",217,matched,"",,""
kawakita-haruki,川北 晏生,1385,2024-05-19,SHOOTO,○,win,"ドウ  ガーシュエ",1698,"判定 2-1",204,matched,"",,""
kawakita-haruki,川北 晏生,1385,2024-03-23,SHOOTO,○,win,"平川  智也",305,"2R 01:02 TS",179,matched,"",,""
kawakita-haruki,川北 晏生,1385,2023-11-19,SHOOTO,○,win,"ライダーHIRO",1615,"2R 03:34 S  フロント・スリーパーホールド",169,matched,"",,""
kawakita-haruki,川北 晏生,1385,2022-10-15,SHOOTO,○,win,"中野  剛貴",1483,"判定 2-0",138,matched,"",,""
kawakita-haruki,川北 晏生,1385,2022-05-22,SHOOTO,△,draw,"伊集  龍皇",1094,"判定 0-0",131,matched,"",,""
kawakita-haruki,川北 晏生,1385,2022-04-17,SHOOTO,△,draw,"南風原  吉良斗",1303,"判定 0-0",139,matched,"",,""
kawakita-haruki,川北 晏生,1385,2021-11-07,SHOOTO,△,draw,"大悟",1384,"判定 1-1",124,matched,"",,""
susung,チョウ スソン,1299,2026-07-20,SHOOTO,×,loss,"ジェイク  ムラタ",1033,"判定 0-3",254,matched,"",,""
susung,チョウ スソン,1299,2026-05-17,SHOOTO,○,win,"藤井  伸樹",1148,"判定 0-3",253,matched,"",,""
susung,チョウ スソン,1299,2023-07-23,SHOOTO,○,win,"加藤  ケンジ",130,"3R 04:17 KO",162,matched,"",,""
susung,チョウ スソン,1299,2023-03-19,SHOOTO,○,win,"榎本  明",1069,"1R 04:52 S  スリーパーホールド",153,matched,"",,""
susung,チョウ スソン,1299,2022-09-19,SHOOTO,○,win,"齋藤  翼",214,"判定 0-3",133,matched,"",,""
susung,チョウ スソン,1299,2021-07-25,SHOOTO,×,loss,"村山  大介",1328,"判定 3-0",112,matched,"",,""
fujii-nobuki,藤井 伸樹,1148,2026-05-17,SHOOTO,×,loss,"チョウ  スソン",1299,"判定 0-3",253,matched,"",,""
fujii-nobuki,藤井 伸樹,1148,2026-01-18,SHOOTO,○,win,"笹  晋久",1051,"2R 04:58 KO  スタンドパンチ→グランドパンチ",249,matched,"",,""
fujii-nobuki,藤井 伸樹,1148,2025-03-16,SHOOTO,×,loss,"永井  奏多",1548,"判定 0-3",217,matched,"",,""
fujii-nobuki,藤井 伸樹,1148,2024-07-21,SHOOTO,×,loss,"齋藤  奨司",1339,"判定 1-2",188,matched,"",,""
fujii-nobuki,藤井 伸樹,1148,2024-01-28,SHOOTO,○,win,"須藤  拓真",1500,"判定 3-0",178,matched,"",,""
fujii-nobuki,藤井 伸樹,1148,2023-07-23,SHOOTO,×,loss,"竹中  大地",179,"判定 0-3",162,matched,"",,""
fujii-nobuki,藤井 伸樹,1148,2022-11-27,SHOOTO,○,win,"石井  逸人",147,"判定 1-2",134,matched,"",,""
fujii-nobuki,藤井 伸樹,1148,2022-05-22,SHOOTO,○,win,"齋藤  翼",214,"判定 3-0",131,matched,"",,""
fujii-nobuki,藤井 伸樹,1148,2022-01-16,SHOOTO,×,loss,"小野島  恒太",171,"判定 3-0",129,matched,"",,""
fujii-nobuki,藤井 伸樹,1148,2021-01-31,SHOOTO,○,win,"加藤  ケンジ",130,"判定 3-0",107,matched,"",,""
fujii-nobuki,藤井 伸樹,1148,2020-09-19,SHOOTO,○,win,"後藤  丈治",1294,"判定 3-0",102,matched,"",,""
fujii-nobuki,藤井 伸樹,1148,2020-01-26,SHOOTO,×,loss,"田丸  匠",140,"判定 3-0",86,matched,"",,""
fujii-nobuki,藤井 伸樹,1148,2019-09-22,SHOOTO,○,win,"齋藤  翼",214,"判定 3-0",75,matched,"",,""
fujii-nobuki,藤井 伸樹,1148,2019-05-06,SHOOTO,○,win,"石橋  佳大",161,"3R 04:50 KO",72,matched,"",,""
fujii-nobuki,藤井 伸樹,1148,2019-01-27,SHOOTO,×,loss,"魚井  フルスイング",198,"判定 3-0",68,matched,"",,""
fujii-nobuki,藤井 伸樹,1148,2018-11-17,SHOOTO,×,loss,"岡田  遼",169,"判定 3-0",60,matched,"",,""
lightyear-daiki,ダイキ ライトイヤー,295,2026-01-18,SHOOTO,×,loss,"川北  晏生",1385,"2R 00:07 KO  スタンドパンチ",249,matched,"",,""
lightyear-daiki,ダイキ ライトイヤー,295,2025-05-25,SHOOTO,×,loss,"永井  奏多",1548,"1R 04:52 TKO  レフェリーストップ/グラウンドパンチ",228,matched,"",,""
lightyear-daiki,ダイキ ライトイヤー,295,2024-12-29,SHOOTO,○,win,"野瀬  翔平",1141,"判定 1-2",214,matched,"",,""
lightyear-daiki,ダイキ ライトイヤー,295,2023-09-17,SHOOTO,○,win,"波平  コング",1306,"1R 01:52 TS",165,matched,"",,""
lightyear-daiki,ダイキ ライトイヤー,295,2022-07-03,SHOOTO,×,loss,"加藤  ケンジ",130,"1R 03:35 KO",136,matched,"",,""
lightyear-daiki,ダイキ ライトイヤー,295,2022-03-21,SHOOTO,×,loss,"後藤  丈治",1294,"判定 3-0",130,matched,"",,""
lightyear-daiki,ダイキ ライトイヤー,295,2021-07-04,SHOOTO,○,win,"高岡  宏気",1067,"判定 3-0",111,matched,"",,""
lightyear-daiki,ダイキ ライトイヤー,295,2020-12-20,SHOOTO,×,loss,"田丸  匠",140,"2R 03:38 S  フロントスリーパーホールド",103,matched,"",,""
