name,yomi_kana,yomi_romaji,yomi_source,gym,orgs,source_urls
石橋 健太朗,イシバシ ケンタロウ,Ishibashi Kentaro,published_kana,K-1ジム目黒TEAM TIGER,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1027
石橋 真幸,イシバシ マサユキ,Ishibashi Masayuki,published_kana,名古屋JKファクトリー,K-1,https://www.k-1.co.jp/fighter/170
イスマイル・アル・カディ,イスマイル・アル・カディ,,published_kana,ALEXY MUAY THAI CYPRUS,K-1,https://www.k-1.co.jp/fighter/1324
イスマエル・ロント,イスマエル・ロント,,published_kana,,,https://ja.wikipedia.org/wiki/イスマエル・ロント
磯部 心,イソベ シン,Isobe Shin,published_kana,,K-1,https://www.k-1.co.jp/fighter/105
磯部 由和,イソベ ヨシカズ,Isobe Yoshikazu,published_kana,,K-1,https://www.k-1.co.jp/fighter/214
板倉直人,イタクラ ナオト,,published_kana,,,https://ja.wikipedia.org/wiki/板倉直人
板橋寛,イタバシ カン,,published_kana,,,https://ja.wikipedia.org/wiki/板橋寛|https://www.k-1.co.jp/fighter/213
板橋 武留,イタバシ タケル,Itabashi Takeru,published_kana,KIWAMI GYM,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1196
イッサム・チャディッド,イッサム・チャディッド,,published_kana,RG Fighters/Mejiro Gym,K-1,https://www.k-1.co.jp/fighter/852
一志,イッシ,Isshi,published_kana,拳心会,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1618
ISSEI,イッセイ,,published_kana,マッハキックボクシングジムプラス,K-1,https://www.k-1.co.jp/fighter/891
いつか,イツカ,,published_kana,,,https://ja.wikipedia.org/wiki/横瀬いつか
イティポン・シットポージョーウォー,イティポン・シットポージョーウォー,,published_kana,タイ/ノーナクシンムエタイジム,KNOCK OUT,https://knockoutkb.com/fighters/aitthiphon_por_jorwor_415
伊藤 健人,イトウ ケント,Ito Kento,published_kana,K-1ジム蒲田チームアスラ,K-1,https://www.k-1.co.jp/fighter/82
伊藤紗弥,イトウ サヤ,,published_kana,,,https://ja.wikipedia.org/wiki/伊藤紗弥
伊藤隆,イトウ タカシ,,published_kana,,,https://ja.wikipedia.org/wiki/伊藤隆_(キックボクサー)
伊藤 渚,イトウ ナギサ,Ito Nagisa,published_kana,K-1ジム川口ブルードラゴン,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1138
伊藤 将彦,イトウ マサヒコ,Ito Masahiko,published_kana,,K-1,https://www.k-1.co.jp/fighter/582
伊藤 佑一郎,イトウ ユウイチロウ,Ito Yuichiro,published_kana,池袋BLUE DOG GYM,K-1,https://www.k-1.co.jp/fighter/110
伊藤 友哉,イトウ ユウヤ,Ito Yuya,published_kana,,K-1,https://www.k-1.co.jp/fighter/433
伊奈 良太,イナ リョウタ,Ina Ryota,published_kana,,K-1,https://www.k-1.co.jp/fighter/109
稲垣 柊,イナガキ シュウ,Inagaki Shu,published_kana,K-1ジム大宮チームレオン,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/995
稲垣 澪,イナガキ レイ,Inagaki Rei,published_kana,生年月日,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1065
稲毛忠治,イナゲチュウジ,,published_kana,,,https://ja.wikipedia.org/wiki/稲毛忠治
稲妻 ショーヘイ,イナズマ ショウヘイ,Inazuma Shohei,published_kana,,K-1,https://www.k-1.co.jp/fighter/112
稲津 航大,イナツ コウダイ,Inatsu Kodai,published_kana,K-1ジム琉球チーム琉神,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1123
稲村 健心,イナムラ ケンシン,Inamura Kenshin,published_kana,T-KIX GYM,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1790
犬童 凛,イヌドウ リン,Inudo Rin,published_kana,K-1ジム目黒TEAM TIGER,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1217
井上 海山,イノウエ カイザン,Inoue Kaizan,published_kana,POWER OF DREAM,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1213
井上 咲也,イノウエ サキヤ,Inoue Sakiya,published_kana,K-1ジム大宮チームレオン,K-1,https://www.k-1.co.jp/fighter/1094
井上 修一,イノウエ シュウイチ,Inoue Shuichi,published_kana,K-1ジム川口TEAM SIRIUS,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1088
井上 大和,イノウエ ヤマト,Inoue Yamato,published_kana,NJKF TOKEN GYM,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1602
井上由久,イノウエ ヨシヒサ,,published_kana,,,https://ja.wikipedia.org/wiki/井上由久
猪瀬 尚希,イノセ ナオキ,Inose Naoki,published_kana,K-1ジム総本部チームペガサス,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1702
イブラヒム・エル・ボウニ,イブラヒム・エル・ボウニ,,published_kana,Gym Haarlem,K-1 WORLD GP,https://www.k-1.co.jp/fighter/741
今井教行,イマイ ノリユキ,,published_kana,,,https://ja.wikipedia.org/wiki/今井教行
今井 良次,イマイ リョウジ,Imai Ryoji,published_kana,ポゴナ・クラブジム,K-1,https://www.k-1.co.jp/fighter/457
イマッド・サヒ,イマッド・サヒ,,published_kana,Voodoo Fight-gym,RISE,https://rise-rc.com/fighter/imad-salhi/
今村 流星,イマムラ リュウセイ,Imamura Ryusei,published_kana,KINGS,Krush|Krush-EX|KNOCK OUT,https://www.k-1.co.jp/fighter/1364|https://knockoutkb.com/fighters/imamura_ryusei_433
イム・スジョン,イム・スジョン,,published_kana,,,https://ja.wikipedia.org/wiki/イム・スジョン_(格闘家)
イム・チビン,イム・チビン,,published_kana,,,https://ja.wikipedia.org/wiki/イム・チビン
イモト・ボルケーノ,イモト・ボルケーノ,,published_kana,FIGHT SCIENCE,SHOOT BOXING,https://shootboxing.org/fighter/imoto_volcano/
イリアス・バニス,イリアス・バニス,,published_kana,Vos Gym/Fearless,RISE,https://rise-rc.com/fighter/ilias-bannis/
イリアス・ブライド,イリアス・ブライド,,published_kana,,K-1,https://www.k-1.co.jp/fighter/18
イリアーナ・ヴァレンティーノ,イリアーナ・ヴァレンティーノ,,published_kana,Kick And Punch/Gracie Fighter Dojo,SHOOT BOXING,https://shootboxing.org/fighter/jieana_valentino/
入江 亮太,イリエ リョウタ,Irie Ryota,published_kana,K-1ジム福岡チームbeginning,K-1,https://www.k-1.co.jp/fighter/1141
岩尾 力,イワオ チカラ,Iwao Chikara,published_kana,POWER OF DREAM,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/111
岩上 行統,イワガミ ユキト,Iwagami Yukito,published_kana,K-1ジム三軒茶屋シルバーウルフ,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1557
岩切 博史,イワキリ ヒロシ,Iwakiri Hiroshi,published_kana,月心会チーム侍,K-1,https://www.k-1.co.jp/fighter/593
岩切 康浩,イワキリ ヤスヒロ,Iwakiri Yasuhiro,published_kana,エイワスポーツジム,K-1,https://www.k-1.co.jp/fighter/474
岩﨑 悠斗,イワサキ ヒロト,Iwasaki Hiroto,published_kana,サイガジム,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/268
岩下 文耶,イワシタ フミヤ,Iwashita Fumiya,published_kana,,K-1,https://www.k-1.co.jp/fighter/616
岩下雅大,イワシタ マサヒロ,,published_kana,,,https://ja.wikipedia.org/wiki/岩下雅大|https://www.k-1.co.jp/fighter/792
岩下 隆樹,イワシタ リュウキ,Iwashita Ryuki,published_kana,,K-1,https://www.k-1.co.jp/fighter/269
岩永唯伽,イワナガ ユイカ,Yuika Iwanaga,published_kana,OISHI GYM,RISE,https://rise-rc.com/fighter/iwanaga_yuika/|https://ja.wikipedia.org/wiki/岩永唯伽
岩政泰樹,イワマサ タイキ,Taiki Iwamasa,converted,リアルディール,RISE,https://rise-rc.com/fighter/iwamasa_taiki/
イワン・ストルガー,イワン・ストルガー,,published_kana,,,https://ja.wikipedia.org/wiki/イワン・ストルガー
イワン・チテンコフ,イワン・チテンコフ,,published_kana,,,https://ja.wikipedia.org/wiki/イワン・チテンコフ
イワン・ヒポリット,イワン・ヒポリット,,published_kana,,,https://ja.wikipedia.org/wiki/イワン・ヒポリット
イワン・ルーデン,イワン・ルーデン,,published_kana,,,https://ja.wikipedia.org/wiki/イワン・ルーデン
インディゴ・ボイド,インディゴ・ボイド,,published_kana,Beast Fight Club,K-1,https://www.k-1.co.jp/fighter/928
イヴァン・ガラズ,イヴァン・ガラズ,,published_kana,Brutal Striker,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1675
イヴァン・バルテク,イヴァン・バルテク,,published_kana,Cerberos Gym,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1475
イ・スファン,イ・スファン,,published_kana,,,https://ja.wikipedia.org/wiki/イ・スファン
イ・ソルビン,イ・ソルビン,,published_kana,,K-1,https://www.k-1.co.jp/fighter/437
イ・ソンヒョン,イ・ソンヒョン,,published_kana,RAON,RISE,https://rise-rc.com/fighter/lee_sunghyun/
イ・チンジン,イ・チンジン,,published_kana,,,https://ja.wikipedia.org/wiki/池仁珍
イ・ドギョン,イ・ドギョン,,published_kana,チームサイコピットブルス,Krush|Krush-EX|RISE,https://www.k-1.co.jp/fighter/1354|https://rise-rc.com/fighter/dokyeou_lee/
イ・ヒョンソク,イ・ヒョンソク,,published_kana,TEAM ILDO,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1795
ウィッティコーン・ソンナムタンキリ,ウィッティコーン・ソンナムタンキリ,,published_kana,ソンナムタンキリ,RISE,https://rise-rc.com/fighter/witthikorn_saunnamtankiri/
ウィリアム・ディンダー,ウィリアム・ディンダー,,published_kana,,,https://ja.wikipedia.org/wiki/ウィリアム・ディンダー
ウィン・シットチェニイム,ウィン・シットチェニイム,,published_kana,タイ,KNOCK OUT,https://knockoutkb.com/fighters/win_sitchenim_128
ウェイ・ルイ,ウェイ・ルイ,,published_kana,,K-1,https://www.k-1.co.jp/fighter/738
ウェズレイ・コタス,ウェズレイ・コタス,,published_kana,生年月日,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1518
ウェダーソン・マカブロ,ウェダーソン・マカブロ,,published_kana,Altamiro Fight Club,K-1,https://www.k-1.co.jp/fighter/1648
上垣内 一成,ウエガイト イッセイ,Uegaito Issei,published_kana,月心会ラスカルジム,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1389
上杉 隼土,ウエスギ ハヤト,Uesugi Hayato,published_kana,,K-1,https://www.k-1.co.jp/fighter/488
上杉 隼琉,ウエスギ ハヤト,Uesugi Hayato,published_kana,,K-1,https://www.k-1.co.jp/fighter/172
上田 咲也,ウエダ サクヤ,Ueda Sakuya,published_kana,HIGHSPEED GYM,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1490
上田 幹雄,ウエダ ミキオ,Ueda Mikio,published_kana,BRAVE,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1409
上野 奏貴,ウエノ カナタ,Ueno Kanata,published_kana,kickboxing gym  SHINYUUKI＋,K-1 WORLD GP|Krush,https://www.k-1.co.jp/fighter/1485|https://ja.wikipedia.org/wiki/上野奏貴
上野 空大,ウエノ クウト,Ueno Kuto,published_kana,kickboxing gym  SHINYUUKI＋,K-1 WORLD GP|Krush,https://www.k-1.co.jp/fighter/1348|https://ja.wikipedia.org/wiki/上野空大
上野hippo宣子,ウエノ ヒッポー ノリコ,Ueno hippo Noriko,published_kana,ナックルズGYM,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1198
上原誠,ウエハラ マコト,,published_kana,,,https://ja.wikipedia.org/wiki/上原誠|https://www.k-1.co.jp/fighter/678
上羽 優希,ウエバ ユウキ,Ueba Yuki,published_kana,,K-1,https://www.k-1.co.jp/fighter/644
上松大輔,ウエマツ ダイスケ,,published_kana,,,https://ja.wikipedia.org/wiki/上松大輔
植村 真弥,ウエムラ シンヤ,Uemura Shinya,published_kana,WSRフェアテックス幕張,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/875
ウエンツ☆修一,ウエンツシュウイチ,Wentz Shuichi,published_kana,スクランブル渋谷,K-1,https://www.k-1.co.jp/fighter/113
ウォン・ガヨン,ウォン・ガヨン,,published_kana,嶺南ムビジム,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1355
ウォーム,ウォーム,,published_kana,ONE LINK,RISE,https://rise-rc.com/fighter/warm/
ウォーレン・スティーブルマンズ,ウォーレン・スティーブルマンズ,,published_kana,,,https://ja.wikipedia.org/wiki/ウォーレン・スティーブルマンズ
宇佐美 秀 メイソン,ウサミ ヒデ メイソン,Usami Hide Meison,published_kana,Battle-Box,K-1 WORLD GP|RISE|KNOCK OUT,https://www.k-1.co.jp/fighter/1421|https://rise-rc.com/fighter/usami_hide_meison/|https://knockoutkb.com/fighters/usami_hide_meison_134
鵜澤 悠也,ウザワ ユウヤ,Uzawa Yuya,published_kana,RIKI GYM,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1060
内田 晶,ウチダ ショウ,Uchida Sho,published_kana,チーム・タイガーホーク,K-1 WORLD GP|Krush|Krush-EX|KNOCK OUT,https://www.k-1.co.jp/fighter/410|https://knockoutkb.com/fighters/uchida_sho_89
内田ノボル,ウチダ ノボル,,published_kana,,,https://ja.wikipedia.org/wiki/内田ノボル
内田雅之,ウチダ マサユキ,,published_kana,,,https://ja.wikipedia.org/wiki/内田雅之_(キックボクサー)
内田 道隆,ウチダ ミチタカ,Uchida Michitaka,published_kana,K-1 GYM横浜infinity,K-1,https://www.k-1.co.jp/fighter/969
内田 竜斗,ウチダ リュウト,Uchida Ryuto,published_kana,チーム・タイガーホーク,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1222
内村 洋次郎,ウチムラ ヨウジロウ,Uchimura Yojiro,published_kana,,K-1,https://www.k-1.co.jp/fighter/524
内山政人,ウチヤマ マサト,,published_kana,,,https://ja.wikipedia.org/wiki/内山政人|https://www.k-1.co.jp/fighter/355
宇都宮 城,ウツノミヤ ジョー,Utsunomiya Joe,published_kana,,K-1,https://www.k-1.co.jp/fighter/271
ウマル・パスハエフ,ウマル・パスハエフ,,published_kana,,K-1,https://www.k-1.co.jp/fighter/777
ウマール・セマタ,ウマール・セマタ,,published_kana,Tiger Muay Thai,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1452
梅井泰成,ウメイ タイセイ,Taisei Umei,published_kana,Mouton,RISE,https://rise-rc.com/fighter/umei_taisei/|https://ja.wikipedia.org/wiki/梅井泰成
梅下湧暉,ウメシタ ユウキ,,published_kana,,,https://ja.wikipedia.org/wiki/男子キックボクサー一覧
梅田 将成,ウメタ マサシゲ,Umeta Masashige,published_kana,KFG URAWA,K-1,https://www.k-1.co.jp/fighter/1127
梅田 凌,ウメダ リョウ,Umeda Ryo,published_kana,,K-1,https://www.k-1.co.jp/fighter/432
梅野源治,ウメノ ゲンジ,UMENO Genji,published_kana,PHOENIX,RISE|KNOCK OUT,https://rise-rc.com/fighter/umeno_genji/|https://knockoutkb.com/fighters/umeno_genji_213|https://ja.wikipedia.org/wiki/梅野源治
梅野孝明,ウメノ タカアキ,,published_kana,,,https://ja.wikipedia.org/wiki/梅野孝明
梅原 タカユキ,ウメハラ タカユキ,Umehara Takayuki,published_kana,,K-1,https://www.k-1.co.jp/fighter/600
梅村 直希,ウメムラ ナオキ,Umemura Naoki,published_kana,湘南格闘クラブ,K-1,https://www.k-1.co.jp/fighter/1105
ウラジーミル・トゥラエフ,ウラジーミル・トゥラエフ,,published_kana,Makeev Team,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1757
卜部功也,ウラベ コウヤ,,published_kana,,,https://ja.wikipedia.org/wiki/卜部功也|https://www.k-1.co.jp/fighter/5
卜部弘嵩,ウラベ ヒロタカ,,published_kana,,,https://ja.wikipedia.org/wiki/卜部弘嵩|https://www.k-1.co.jp/fighter/7
Uver∞miyU,ウーバーミユ,,published_kana,,,https://ja.wikipedia.org/wiki/Uver∞miyU
ウー・ユートン,ウー・ユートン,,published_kana,ティエ・インホァGYM/CFP,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1683
栄基,エイキ,,published_kana,,,https://ja.wikipedia.org/wiki/栄基
EITO,エイト,,published_kana,,K-1,https://www.k-1.co.jp/fighter/970
エイブラハム・ヴィダレス,エイブラハム・ヴィダレス,,published_kana,Living legacy,RISE,https://rise-rc.com/fighter/abraham-vidales/
エイミー・デイビス,エイミー・デイビス,,published_kana,,,https://ja.wikipedia.org/wiki/エイミー・デイビス
エイル ルーククロンタン,エイル ルーククロンタン,,published_kana,HIDE GYM,KNOCK OUT,https://knockoutkb.com/fighters/eiru_lukklongtan_375
エイ・マムリンプートング,エイ・マムリンプートング,,published_kana,カンボジア,KNOCK OUT,https://knockoutkb.com/fighters/eh_amerinphouthong
江川 優生,エガワ ユウキ,Egawa Yuuki,published_kana,POWER OF DREAM,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/114
エダー・ロープス,エダー・ロープス,,published_kana,Jazzy Fight Club K.O Team,K-1,https://www.k-1.co.jp/fighter/1046
エドアルド・トッチ,エドアルド・トッチ,,published_kana,,K-1,https://www.k-1.co.jp/fighter/427
エドゥアルド・カタリン,エドゥアルド・カタリン,,published_kana,Moi Rui & Susi Team,RISE,https://rise-rc.com/fighter/eduardo-catalin/
エドゥアルド・ファティコフ,エドゥアルド・ファティコフ,,published_kana,Archangel Michael,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1759
榎田洸之,エノキダ ヒロユキ,,published_kana,,,https://ja.wikipedia.org/wiki/榎田洸之
江幡 睦,エバタ ムツキ,Mutsuki Ebata,published_kana,伊原道場,RISE,https://rise-rc.com/fighter/ebata_mutsuki/|https://ja.wikipedia.org/wiki/江幡睦|https://www.k-1.co.jp/fighter/1278
